state,year,GISJOIN,FIPS,total_state_pop,ag_reconnect,airport_infrastructure,airport_terminal,asap,bridge,buses,capital_investment,clean_school_bus,doe_nuclear,doi_aging_infra,doi_rural_water,doi_water_recycle,doi_water_storage,ferry_rural_comms,fra_rail_cross,fs_wildfire,fta_rail_vehicle,indian_water,infra,low_no_emission,natural_gas,ntia_middle_mile,ports,raise,reconnect_community,rural_surface,safe_streets,tribal_broadband,usace,cdbg_entitlement,coc,home,public_hsg,public_hsg_cap,elderly,hcv,s8_project,fy_2022_ttp,fta_5307_5340,fta_5310,fta_5339,fta_5329_e,fhwa_nhpp,fhwa_stp,fhwa_safety,fhwa_railway,fhwa_cmaq,fhwa_metro_plan,fhwa_highway_freight,fhwa_carbon,fhwa_protect,fhwa_bridge,fhwa_ev,fhwa_app,doe_bead_initial,doe_weatherization,nhtsa,fmcsa_21,fta_5305_combined,fta_5311_combined,fta_5337_combined,dwsrf_lead_combined,cwsrf_general_combined,dwsrf_general_combined,dwsrf_emerging_combined,cwsrf_emerging_combined
PA,2022,G420,42,12794885,0,0.803921569,0.68627451,0.921568627,0.705882353,0,0.647058824,0.568627451,0,0,0,0,0,0,0.68627451,0,0,0,0.607843137,0.470588235,0.784313725,0,0,0.039215686,0.607843137,0.921568627,0.784313725,0,0.921568627,0.921568627,0.745098039,0.764705882,0.921568627,0.882352941,0.823529412,0.509803922,0.647058824,0,0.666666667,0.803921569,0.156862745,0.784313725,0.450980392,0.450980392,0.490196078,0.196078431,0.647058824,0.568627451,0.450980392,0.450980392,0.450980392,0.647058824,0.450980392,0.823529412,0.078431373,0.725490196,0.176470588,0.215686275,0.588235294,0.941176471,0.764705882,0.156862745,0.450980392,0.156862745,0.156862745,0.450980392
RI,2022,G440,44,1057798,0,0,0,0,0,0,0,0.901960784,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.960784314,0.882352941,0,0,1,0,0,0.941176471,0.764705882,0.941176471,0.941176471,0.941176471,1,0.803921569,1,0.568627451,0.882352941,0.960784314,0.862745098,0,0.843137255,0.843137255,0.843137255,0.666666667,0.764705882,0.862745098,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255,0,0.862745098,0.666666667,0.980392157,0.62745098,0.882352941,0.431372549,0.607843137,0.862745098,0.882352941,0.862745098,0.882352941,0.882352941
SC,2022,G450,45,5091517,0,0.784313725,0,0,0.745098039,0,0,1,0,0,0,0,0,0,0.392156863,0,0,0,0,0.254901961,0.882352941,0,0,0,0,0,0.117647059,0,0,0.196078431,0.078431373,0.137254902,0.568627451,0.470588235,0.411764706,0.196078431,0.411764706,0.470588235,0.137254902,0.431372549,0.098039216,0,0.509803922,0.509803922,0.509803922,0.529411765,0.078431373,0.098039216,0.509803922,0.509803922,0.509803922,0.196078431,0.509803922,0,0.431372549,0.176470588,0.215686275,0.411764706,0.117647059,0.647058824,0.196078431,0.215686275,0.176470588,0.215686275,0.215686275,0.176470588
SD,2022,G460,46,879336,0.882352941,0,0.352941176,0,0,0.529411765,0,0.549019608,0,0,0.941176471,0,0,0,0,0.666666667,0,0,0,0.352941176,0,0,0,0.843137255,0,1,0.039215686,0.705882353,0,0.37254902,0.039215686,0.254901961,0.176470588,0.274509804,0.019607843,0.176470588,0.725490196,0.960784314,0.078431373,0,0.882352941,0,0.921568627,0.921568627,0.921568627,0.980392157,0.901960784,0.901960784,0.901960784,0.921568627,0.921568627,0.862745098,0.901960784,0,0.901960784,0.901960784,0.901960784,0.941176471,0.901960784,0.764705882,0,0.921568627,0.823529412,0.921568627,0.921568627,0.823529412
TN,2022,G470,47,6772268,0,0.921568627,0.31372549,0,0.549019608,0.960784314,0.745098039,0.470588235,0,0,0,0,0,0,0.882352941,0,0,0,0.666666667,0.745098039,0.666666667,0,0,0.588235294,0,0,0.196078431,0,0,0.176470588,0.235294118,0.352941176,0.62745098,0.68627451,0.431372549,0.235294118,0.705882353,0.294117647,0.352941176,0.352941176,0.039215686,0.529411765,0.431372549,0.431372549,0.450980392,0.352941176,0.37254902,0.196078431,0.431372549,0.431372549,0.431372549,0.235294118,0.431372549,0.901960784,0.294117647,0.333333333,0.68627451,0.490196078,0.156862745,0.921568627,0.37254902,0.235294118,0.215686275,0.235294118,0.235294118,0.215686275
TX,2022,G480,48,28635442,0.607843137,0.764705882,0.62745098,0,0.568627451,0.490196078,0.68627451,0.37254902,0,0,0,0.901960784,0,0,0.843137255,0,0,0,0.568627451,0.607843137,0,0.68627451,0.62745098,0.137254902,0.431372549,0,0.647058824,0.568627451,0.764705882,0.392156863,0.333333333,0.117647059,0.235294118,0.215686275,0.176470588,0.392156863,0.215686275,0.37254902,0.529411765,0.568627451,0.058823529,0.509803922,0.568627451,0.568627451,0.568627451,0.31372549,0.411764706,0.411764706,0.529411765,0.568627451,0.568627451,0.019607843,0.529411765,0,0.019607843,0.078431373,0.078431373,0.509803922,0.470588235,0.098039216,0.470588235,0.274509804,0.058823529,0.274509804,0.274509804,0.058823529
UT,2022,G490,49,3151239,0,0,0,0,0.882352941,0.647058824,0.921568627,0.294117647,0,0.980392157,0,0.980392157,0,0,0.666666667,0.901960784,0.980392157,0.960784314,0,0,0,0,0,0.549019608,0.862745098,0.843137255,0.450980392,0.764705882,0.392156863,0.078431373,0.274509804,0,0.019607843,0.019607843,0.078431373,0.098039216,0.078431373,0.843137255,0.745098039,0.588235294,0.647058824,0.960784314,0.254901961,0.254901961,0.294117647,0.254901961,0.235294118,0.588235294,0.215686275,0.254901961,0.254901961,0.333333333,0.215686275,0,0.588235294,0.37254902,0.156862745,0.470588235,0.509803922,0.274509804,0.745098039,0.470588235,0.117647059,0.470588235,0.470588235,0.117647059
VT,2022,G500,50,624340,0,0,0,0,0,0.803921569,0,0.862745098,0,0,0,0,0,0,0,0,0,0,0,0.960784314,0,0,0,0.980392157,0,0,0.078431373,0,0.470588235,0.843137255,0.705882353,0.901960784,0.039215686,0.058823529,0.666666667,0.882352941,0.882352941,0,0.058823529,0,0.980392157,0,0.901960784,0.901960784,0.941176471,0.901960784,0.980392157,1,0.921568627,0.901960784,0.901960784,0.980392157,0.921568627,0,0.980392157,0.921568627,1,0.921568627,0.980392157,0.843137255,0,0.980392157,0.941176471,0.980392157,0.980392157,0.941176471
VA,2022,G510,51,8509358,0,0,0.784313725,0,0,0,0.607843137,0.705882353,0,0,0,0,0,0,0.568627451,0,0,0,0,0.392156863,0.843137255,0,0,0.431372549,0.725490196,0.862745098,0.431372549,0.549019608,0.843137255,0.058823529,0.254901961,0.039215686,0.431372549,0.431372549,0.294117647,0.607843137,0.294117647,0.352941176,0.725490196,0.666666667,0.392156863,0.431372549,0.352941176,0.352941176,0.411764706,0.215686275,0.431372549,0.392156863,0.333333333,0.352941176,0.352941176,0.274509804,0.333333333,0.921568627,0.215686275,0.235294118,0.549019608,0.196078431,0.450980392,0.862745098,0.823529412,0.019607843,0.333333333,0.019607843,0.019607843,0.333333333
WA,2022,G530,53,7512465,0.450980392,0,0.725490196,0.882352941,0.901960784,0.568627451,0.980392157,0.039215686,0,0.862745098,0,0.921568627,0.921568627,0,0.901960784,0.941176471,0,0,0.647058824,0.68627451,0,0.509803922,0.941176471,0.68627451,0.588235294,0,0.862745098,0.843137255,0.588235294,0.254901961,0.862745098,0.215686275,0.392156863,0.254901961,0.549019608,0.843137255,0.137254902,0.823529412,0.764705882,0.647058824,0.607843137,0.725490196,0.078431373,0.078431373,0.078431373,0.235294118,0.294117647,0.509803922,0.078431373,0.078431373,0.078431373,0.490196078,0.078431373,0,0.235294118,0.31372549,0.294117647,0.31372549,0.549019608,0.196078431,0.784313725,0.392156863,0.274509804,0.392156863,0.392156863,0.274509804
WV,2022,G540,54,1807426,0,0.960784314,0.862745098,0,0,0,0,0.196078431,0,0,0,0,0,0,0.509803922,0,0,0,0,0,0.862745098,0.862745098,0,0.62745098,0.843137255,0.960784314,0.470588235,0,0.666666667,0.764705882,0.37254902,0.705882353,0.647058824,0.705882353,0.921568627,0.37254902,0.549019608,0,0.176470588,0.098039216,0.68627451,0.882352941,0.882352941,0.882352941,0.882352941,0.705882353,0.62745098,0.490196078,0.882352941,0.882352941,0.882352941,0.921568627,0.882352941,1,0.745098039,0.862745098,0.745098039,0.705882353,0.274509804,1,0.352941176,0.745098039,1,0.745098039,0.745098039,1
WI,2022,G550,55,5806975,0,0,0.254901961,0,0,0,0.843137255,0.784313725,0,0,0,0,0,0,0.764705882,0.705882353,0,0,0.882352941,0.235294118,0,0,0.666666667,0.31372549,0,0,0.529411765,0.745098039,0.490196078,0.68627451,0.411764706,0.647058824,0.117647059,0.31372549,0.137254902,0.058823529,0.568627451,0.745098039,0.411764706,0.294117647,0.294117647,0.568627451,0.470588235,0.470588235,0.470588235,0.62745098,0.274509804,0.274509804,0.470588235,0.470588235,0.470588235,0.078431373,0.470588235,0,0.37254902,0.784313725,0.37254902,0.549019608,0.254901961,0.411764706,0.333333333,0.333333333,0.705882353,0.333333333,0.333333333,0.725490196
WY,2022,G560,56,581348,0.901960784,0,0.980392157,0,0,0,0,0.176470588,0,1,0,0,0,0,0,0.843137255,0,0,0,0,0,0,0,0.117647059,0,0,0.411764706,0,0,0,0.019607843,0.921568627,0.156862745,0.156862745,0.333333333,0.019607843,0.392156863,0.901960784,0.019607843,0,1,0,0.980392157,0.980392157,0.980392157,0.941176471,0.960784314,0.960784314,0.980392157,0.980392157,0.980392157,1,0.980392157,0,1,0.882352941,0.960784314,0.960784314,1,0.823529412,0,1,0.980392157,1,1,0.980392157
PR,2022,G720,72,3255642,0.529411765,0,0,0,0,0,0,0.509803922,0,0,0,0,0,0,0,0,0,0,0.941176471,0.725490196,0,0.666666667,0,0.490196078,0.823529412,0,0.058823529,0,0.901960784,0.980392157,0.607843137,0.980392157,0.980392157,1,0.68627451,0.450980392,0.68627451,0,0.647058824,0.980392157,0.352941176,0.745098039,0,0,0,0,0,0,0,0,0,0.31372549,0,0,0.568627451,0,0.392156863,0.019607843,0.862745098,0.156862745,0.509803922,0.431372549,0.588235294,0.431372549,0.431372549,0.607843137
