"","quantile","quantile_range_min","quantile_range_max","indicator","program","data_level","funding_average_per_1k"
"5564","0%",0,0.10614635593391,"commute_time","capital_investment","county",795.238054338827
"5565","20%",0.10614635593391,0.151567497975429,"commute_time","capital_investment","county",2111.44922299476
"5566","40%",0.151567497975429,0.198356167030402,"commute_time","capital_investment","county",997.729868076164
"5567","60%",0.198356167030402,0.265812795296741,"commute_time","capital_investment","county",3084.51991263376
"5568","80%",0.265812795296741,NA,"commute_time","capital_investment","county",3400.82448113816
"5569","0%",0,0.00011550841856357,"pub_transit_commute","capital_investment","county",0
"5570","20%",0.00011550841856357,0.00187169765182298,"pub_transit_commute","capital_investment","county",0
"5571","40%",0.00187169765182298,0.00410293157350315,"pub_transit_commute","capital_investment","county",2060.3478007081
"5572","60%",0.00410293157350315,0.0092628538317927,"pub_transit_commute","capital_investment","county",0
"5573","80%",0.0092628538317927,NA,"pub_transit_commute","capital_investment","county",8323.00544203481
"5574","0%",0,0.016141623028331,"green_commute","capital_investment","county",0
"5575","20%",0.016141623028331,0.0251409902621746,"green_commute","capital_investment","county",123.173694262102
"5576","40%",0.0251409902621746,0.0369373252303038,"green_commute","capital_investment","county",942.164852918954
"5577","60%",0.0369373252303038,0.0567815219213727,"green_commute","capital_investment","county",3114.52510392164
"5578","80%",0.0567815219213727,NA,"green_commute","capital_investment","county",6206.7756627261
"5579","0%",0,0,"pub_transit_stops","capital_investment","county",641.271312134475
"5580","80%",0,NA,"pub_transit_stops","capital_investment","county",7988.93214716812
"5581","0%",0,7.35114285714286,"avg_hh_person_trips","capital_investment","county",474.906297971945
"5582","20%",7.35114285714286,7.63166666666667,"avg_hh_person_trips","capital_investment","county",299.274337318723
"5583","40%",7.63166666666667,7.85957142857143,"avg_hh_person_trips","capital_investment","county",728.276170693567
"5584","60%",7.85957142857143,8.2308,"avg_hh_person_trips","capital_investment","county",3597.40961955139
"5585","80%",8.2308,NA,"avg_hh_person_trips","capital_investment","county",5561.96716618706
"5586","0%",0,0.917756490000643,"access_to_car","capital_investment","county",5414.34612505482
"5587","20%",0.917756490000643,0.937033156616474,"access_to_car","capital_investment","county",849.846730744698
"5588","40%",0.937033156616474,0.95048150462982,"access_to_car","capital_investment","county",1369.68549372077
"5589","60%",0.95048150462982,0.963032525242802,"access_to_car","capital_investment","county",2606.34995319131
"5590","80%",0.963032525242802,NA,"access_to_car","capital_investment","county",147.412590228132
"5591","0%",0,0.00000219470593158821,"highway_miles","capital_investment","county",6136.19747046241
"5592","20%",0.00000219470593158821,0.00000461523664477129,"highway_miles","capital_investment","county",4426.31155299943
"5593","40%",0.00000461523664477129,0.00000825382415428998,"highway_miles","capital_investment","county",0
"5594","60%",0.00000825382415428998,0.0000156716208555444,"highway_miles","capital_investment","county",81.6920795087099
"5595","80%",0.0000156716208555444,NA,"highway_miles","capital_investment","county",0
"5596","0%",0,0.00151950237588354,"capacity_transport","capital_investment","county",2654.08137739967
"5597","20%",0.00151950237588354,0.00208243218638196,"capacity_transport","capital_investment","county",894.774386549217
"5598","40%",0.00208243218638196,0.00283736821511839,"capacity_transport","capital_investment","county",3868.78794664991
"5599","60%",0.00283736821511839,0.00433021203740841,"capacity_transport","capital_investment","county",1899.33009599309
"5600","80%",0.00433021203740841,NA,"capacity_transport","capital_investment","county",1342.92207576053
"5601","0%",0,0.0696730704366123,"percent_poc","carbon_capture_dem","county",169.933092906174
"5602","20%",0.0696730704366123,0.130387304175809,"percent_poc","carbon_capture_dem","county",277347.545807098
"5603","40%",0.130387304175809,0.243703397540775,"percent_poc","carbon_capture_dem","county",0
"5604","60%",0.243703397540775,0.430763417540039,"percent_poc","carbon_capture_dem","county",11069.3901648848
"5605","80%",0.430763417540039,NA,"percent_poc","carbon_capture_dem","county",4346.2041339645
"5606","0%",0,0.0958970199213964,"poverty_rate","carbon_capture_dem","county",0
"5607","20%",0.0958970199213964,0.123979461307532,"poverty_rate","carbon_capture_dem","county",277363.324640737
"5608","40%",0.123979461307532,0.153757678193382,"poverty_rate","carbon_capture_dem","county",15165.3082521643
"5609","60%",0.153757678193382,0.196456484710325,"poverty_rate","carbon_capture_dem","county",411.452941398196
"5610","80%",0.196456484710325,NA,"poverty_rate","carbon_capture_dem","county",0
"5611","0%",0,12.282838226055,"pop_density","carbon_capture_dem","county",276572.710965713
"5612","20%",12.282838226055,32.6829269568335,"pop_density","carbon_capture_dem","county",953.607842841294
"5613","40%",32.6829269568335,66.708567044792,"pop_density","carbon_capture_dem","county",0
"5614","60%",66.708567044792,189.795253166894,"pop_density","carbon_capture_dem","county",14716.8869045505
"5615","80%",189.795253166894,NA,"pop_density","carbon_capture_dem","county",267.004786175687
"5616","0%",0,42894,"med_hh_income","carbon_capture_dem","county",0
"5617","20%",42894,50031,"med_hh_income","carbon_capture_dem","county",1298.98195291306
"5618","40%",50031,55523,"med_hh_income","carbon_capture_dem","county",76.4634103391853
"5619","60%",55523,63877,"med_hh_income","carbon_capture_dem","county",4523.14986231612
"5620","80%",63877,NA,"med_hh_income","carbon_capture_dem","county",287041.490608731
"5621","0%",0,1178,"employment_access_index","carbon_capture_dem","county",283157.775512516
"5622","20%",1178,1923.2,"employment_access_index","carbon_capture_dem","county",977.90358406018
"5623","40%",1923.2,3092.8,"employment_access_index","carbon_capture_dem","county",0
"5624","60%",3092.8,6587.8,"employment_access_index","carbon_capture_dem","county",10806.5964244011
"5625","80%",6587.8,NA,"employment_access_index","carbon_capture_dem","county",4535.0462681487
"5626","0%",0,0.59,"ghg_per_acre","carbon_capture_dem","county",281895.310273504
"5627","20%",0.59,1.69,"ghg_per_acre","carbon_capture_dem","county",0
"5628","40%",1.69,3.77,"ghg_per_acre","carbon_capture_dem","county",10131.5426969851
"5629","60%",3.77,8.05,"ghg_per_acre","carbon_capture_dem","county",528.706643010666
"5630","80%",8.05,NA,"ghg_per_acre","carbon_capture_dem","county",4738.08877944334
"5631","0%",0,56.0000328,"ozone","carbon_capture_dem","county",0
"5632","20%",56.0000328,57.8106725,"ozone","carbon_capture_dem","county",0
"5633","40%",57.8106725,59.4980308,"ozone","carbon_capture_dem","county",288426.938596778
"5634","60%",59.4980308,61.3345537857143,"ozone","carbon_capture_dem","county",5130.63185127399
"5635","80%",61.3345537857143,NA,"ozone","carbon_capture_dem","county",10207.4491916349
"5636","0%",0,5.85848249863014,"pm25","carbon_capture_dem","county",286799.676162195
"5637","20%",5.85848249863014,7.1573496499239,"pm25","carbon_capture_dem","county",0
"5638","40%",7.1573496499239,7.98146549764665,"pm25","carbon_capture_dem","county",10.7691930502623
"5639","60%",7.98146549764665,8.69338701232877,"pm25","carbon_capture_dem","county",15503.5459561569
"5640","80%",8.69338701232877,NA,"pm25","carbon_capture_dem","county",987.336737604169
"5641","0%",0,0.0561028389642039,"diesel_pm","carbon_capture_dem","county",277002.171697026
"5642","20%",0.0561028389642039,0.0872664653379332,"diesel_pm","carbon_capture_dem","county",0
"5643","40%",0.0872664653379332,0.117132410420299,"diesel_pm","carbon_capture_dem","county",953.607842841294
"5644","60%",0.117132410420299,0.164468633310242,"diesel_pm","carbon_capture_dem","county",10018.559896331
"5645","80%",0.164468633310242,NA,"diesel_pm","carbon_capture_dem","county",4965.74639810036
"5646","0%",0,0.0243095840556036,"energy_cost_hh","carbon_capture_dem","county",286672.809904312
"5647","20%",0.0243095840556036,0.0291056329175953,"energy_cost_hh","carbon_capture_dem","county",5306.56074098896
"5648","40%",0.0291056329175953,0.033462232278695,"energy_cost_hh","carbon_capture_dem","county",515.571074240214
"5649","60%",0.033462232278695,0.0390895290508225,"energy_cost_hh","carbon_capture_dem","county",0
"5650","80%",0.0390895290508225,NA,"energy_cost_hh","carbon_capture_dem","county",0
"5651","0%",0,0.00185293940876971,"capacity_environment","carbon_capture_dem","county",0
"5652","20%",0.00185293940876971,0.00248046482303201,"capacity_environment","carbon_capture_dem","county",4470.97554450893
"5653","40%",0.00248046482303201,0.0032181789446472,"capacity_environment","carbon_capture_dem","county",354.173450455758
"5654","60%",0.0032181789446472,0.0044988004744316,"capacity_environment","carbon_capture_dem","county",1232.81137475711
"5655","80%",0.0044988004744316,NA,"capacity_environment","carbon_capture_dem","county",294354.649605132
"5656","0%",0,0.0696730704366123,"percent_poc","cdbg_entitlement","county",236.961259440218
"5657","20%",0.0696730704366123,0.130387304175809,"percent_poc","cdbg_entitlement","county",1337.78919054647
"5658","40%",0.130387304175809,0.243703397540775,"percent_poc","cdbg_entitlement","county",3239.65255310542
"5659","60%",0.243703397540775,0.430763417540039,"percent_poc","cdbg_entitlement","county",3962.28148725927
"5660","80%",0.430763417540039,NA,"percent_poc","cdbg_entitlement","county",6233.33397185992
"5661","0%",0,0.0958970199213964,"poverty_rate","cdbg_entitlement","county",2286.77309720133
"5662","20%",0.0958970199213964,0.123979461307532,"poverty_rate","cdbg_entitlement","county",2845.88639024099
"5663","40%",0.123979461307532,0.153757678193382,"poverty_rate","cdbg_entitlement","county",3468.7370213736
"5664","60%",0.153757678193382,0.196456484710325,"poverty_rate","cdbg_entitlement","county",3241.74098154979
"5665","80%",0.196456484710325,NA,"poverty_rate","cdbg_entitlement","county",3168.45715969405
"5666","0%",0,12.282838226055,"pop_density","cdbg_entitlement","county",11.6924819378112
"5667","20%",12.282838226055,32.6829269568335,"pop_density","cdbg_entitlement","county",139.422906929104
"5668","40%",32.6829269568335,66.708567044792,"pop_density","cdbg_entitlement","county",432.56432684746
"5669","60%",66.708567044792,189.795253166894,"pop_density","cdbg_entitlement","county",2130.57657226898
"5670","80%",189.795253166894,NA,"pop_density","cdbg_entitlement","county",12286.7123146545
"5671","0%",0,42894,"med_hh_income","cdbg_entitlement","county",1818.30012485613
"5672","20%",42894,50031,"med_hh_income","cdbg_entitlement","county",2136.62040352588
"5673","40%",50031,55523,"med_hh_income","cdbg_entitlement","county",2890.71704452838
"5674","60%",55523,63877,"med_hh_income","cdbg_entitlement","county",3257.66233136646
"5675","80%",63877,NA,"med_hh_income","cdbg_entitlement","county",4913.94215282022
"5676","0%",0,0.358364779874214,"housing_cost_burden","cdbg_entitlement","county",77.8786326979127
"5677","20%",0.358364779874214,0.419438136081418,"housing_cost_burden","cdbg_entitlement","county",1081.88756314063
"5678","40%",0.419438136081418,0.463664132146617,"housing_cost_burden","cdbg_entitlement","county",3550.36566061943
"5679","60%",0.463664132146617,0.506713321187615,"housing_cost_burden","cdbg_entitlement","county",4996.72432497586
"5680","80%",0.506713321187615,NA,"housing_cost_burden","cdbg_entitlement","county",5304.85104716169
"5681","0%",0,0,"overcrowded_housing","cdbg_entitlement","county",573.276270846448
"5682","20%",0,0.000114980802491505,"overcrowded_housing","cdbg_entitlement","county",3594.41053643534
"5683","40%",0.000114980802491505,0.000975935782991335,"overcrowded_housing","cdbg_entitlement","county",5290.25212451695
"5684","60%",0.000975935782991335,0.00231897983604508,"overcrowded_housing","cdbg_entitlement","county",4769.8643690204
"5685","80%",0.00231897983604508,NA,"overcrowded_housing","cdbg_entitlement","county",3633.29004978211
"5686","0%",0,0.0957591106910417,"vacancy_rate","cdbg_entitlement","county",6819.18372978039
"5687","20%",0.0957591106910417,0.141035423843818,"vacancy_rate","cdbg_entitlement","county",4113.02823370924
"5688","40%",0.141035423843818,0.188696157167755,"vacancy_rate","cdbg_entitlement","county",2358.26256056003
"5689","60%",0.188696157167755,0.261475471495352,"vacancy_rate","cdbg_entitlement","county",1216.176808224
"5690","80%",0.261475471495352,NA,"vacancy_rate","cdbg_entitlement","county",502.045803381952
"5691","0%",0,0.000479044072699297,"homelessness","cdbg_entitlement","county",5509.82808221312
"5692","20%",0.000479044072699297,0.000928072251611573,"homelessness","cdbg_entitlement","county",3643.36883700157
"5693","40%",0.000928072251611573,0.00162056412154294,"homelessness","cdbg_entitlement","county",2363.25129193857
"5694","60%",0.00162056412154294,0.0031855107785133,"homelessness","cdbg_entitlement","county",1773.1253593753
"5695","80%",0.0031855107785133,NA,"homelessness","cdbg_entitlement","county",1722.60200436408
"5696","0%",0,0.013435576606201,"incomplete_plumbing","cdbg_entitlement","county",6696.27089258477
"5697","20%",0.013435576606201,0.0265927559620599,"incomplete_plumbing","cdbg_entitlement","county",3623.2836881193
"5698","40%",0.0265927559620599,0.0449383734670277,"incomplete_plumbing","cdbg_entitlement","county",2411.02156014423
"5699","60%",0.0449383734670277,0.0733963862318315,"incomplete_plumbing","cdbg_entitlement","county",1541.83840364868
"5700","80%",0.0733963862318315,NA,"incomplete_plumbing","cdbg_entitlement","county",736.109995886414
"5701","0%",0,0.0197343754889378,"incomplete_kitchen","cdbg_entitlement","county",5704.63763103076
"5702","20%",0.0197343754889378,0.0321802298850575,"incomplete_kitchen","cdbg_entitlement","county",3639.68116622845
"5703","40%",0.0321802298850575,0.0478573752226022,"incomplete_kitchen","cdbg_entitlement","county",2711.69126212937
"5704","60%",0.0478573752226022,0.073857089465766,"incomplete_kitchen","cdbg_entitlement","county",1138.93877846855
"5705","80%",0.073857089465766,NA,"incomplete_kitchen","cdbg_entitlement","county",1813.44262896798
"5706","0%",0,0.000514130114365737,"permits","cdbg_entitlement","county",313.039402344226
"5707","20%",0.000514130114365737,0.00123277595189064,"permits","cdbg_entitlement","county",2382.40918958764
"5708","40%",0.00123277595189064,0.0020466978973316,"permits","cdbg_entitlement","county",3916.20865695444
"5709","60%",0.0020466978973316,0.00355707445114466,"permits","cdbg_entitlement","county",3718.00896934551
"5710","80%",0.00355707445114466,NA,"permits","cdbg_entitlement","county",4153.41707470486
"5711","0%",0,0.417976547090067,"housing_units","cdbg_entitlement","county",4842.57976919776
"5712","20%",0.417976547090067,0.451736385284891,"housing_units","cdbg_entitlement","county",4416.47891607335
"5713","40%",0.451736385284891,0.486327038364146,"housing_units","cdbg_entitlement","county",3340.41307031462
"5714","60%",0.486327038364146,0.54594973727145,"housing_units","cdbg_entitlement","county",1888.71125856187
"5715","80%",0.54594973727145,NA,"housing_units","cdbg_entitlement","county",523.549990721127
"5716","0%",0,0.000751603261468845,"capacity_housing","cdbg_entitlement","county",3256.66201224225
"5717","20%",0.000751603261468845,0.00100422056514032,"capacity_housing","cdbg_entitlement","county",3832.75080160611
"5718","40%",0.00100422056514032,0.00131298610171887,"capacity_housing","cdbg_entitlement","county",4018.70501134125
"5719","60%",0.00131298610171887,0.00189382135783653,"capacity_housing","cdbg_entitlement","county",2289.95276441397
"5720","80%",0.00189382135783653,NA,"capacity_housing","cdbg_entitlement","county",431.527369621799
"5721","0%",0,0,"hud_ph","cdbg_entitlement","county",944.281064199225
"5722","40%",0,0.00275385752993028,"hud_ph","cdbg_entitlement","county",5586.21255259448
"5723","60%",0.00275385752993028,0.00654650148009364,"hud_ph","cdbg_entitlement","county",4274.867609442
"5724","80%",0.00654650148009364,NA,"hud_ph","cdbg_entitlement","county",3594.94126706552
"5725","0%",0,0.0696730704366123,"percent_poc","charge_fuel_infra","county",75.6289891586105
"5726","20%",0.0696730704366123,0.130387304175809,"percent_poc","charge_fuel_infra","county",130.879520500833
"5727","40%",0.130387304175809,0.243703397540775,"percent_poc","charge_fuel_infra","county",180.917627365591
"5728","60%",0.243703397540775,0.430763417540039,"percent_poc","charge_fuel_infra","county",1136.90470761963
"5729","80%",0.430763417540039,NA,"percent_poc","charge_fuel_infra","county",12470.7353912191
"5730","0%",0,0.0958970199213964,"poverty_rate","charge_fuel_infra","county",241.577920711998
"5731","20%",0.0958970199213964,0.123979461307532,"poverty_rate","charge_fuel_infra","county",302.610073988356
"5732","40%",0.123979461307532,0.153757678193382,"poverty_rate","charge_fuel_infra","county",1091.72526467341
"5733","60%",0.153757678193382,0.196456484710325,"poverty_rate","charge_fuel_infra","county",328.982964116707
"5734","80%",0.196456484710325,NA,"poverty_rate","charge_fuel_infra","county",12030.5957743071
"5735","0%",0,12.282838226055,"pop_density","charge_fuel_infra","county",12570.9422058989
"5736","20%",12.282838226055,32.6829269568335,"pop_density","charge_fuel_infra","county",29.8406264159731
"5737","40%",32.6829269568335,66.708567044792,"pop_density","charge_fuel_infra","county",332.199779807004
"5738","60%",66.708567044792,189.795253166894,"pop_density","charge_fuel_infra","county",578.464871270461
"5739","80%",189.795253166894,NA,"pop_density","charge_fuel_infra","county",482.830850800151
"5740","0%",0,42894,"med_hh_income","charge_fuel_infra","county",39.9598936335553
"5741","20%",42894,50031,"med_hh_income","charge_fuel_infra","county",12042.8276709519
"5742","40%",50031,55523,"med_hh_income","charge_fuel_infra","county",188.552179250165
"5743","60%",55523,63877,"med_hh_income","charge_fuel_infra","county",401.636823553545
"5744","80%",63877,NA,"med_hh_income","charge_fuel_infra","county",1341.50955121798
"5745","0%",0,23,"transport_costs","charge_fuel_infra","county",1342.95803309107
"5746","20%",23,26,"transport_costs","charge_fuel_infra","county",251.714698105741
"5747","40%",26,29,"transport_costs","charge_fuel_infra","county",10500.4473924474
"5748","60%",29,32,"transport_costs","charge_fuel_infra","county",36.4619920704002
"5749","80%",32,NA,"transport_costs","charge_fuel_infra","county",0
"5750","0%",0,19870.4,"annual_vehicle_mi_per_hh","charge_fuel_infra","county",889.274946962971
"5751","20%",19870.4,21283.8,"annual_vehicle_mi_per_hh","charge_fuel_infra","county",437.237303980017
"5752","40%",21283.8,22234.2,"annual_vehicle_mi_per_hh","charge_fuel_infra","county",12099.8813502714
"5753","60%",22234.2,23392.2,"annual_vehicle_mi_per_hh","charge_fuel_infra","county",914.136861331816
"5754","80%",23392.2,NA,"annual_vehicle_mi_per_hh","charge_fuel_infra","county",10.376364865529
"5755","0%",0,7.35114285714286,"avg_hh_person_trips","charge_fuel_infra","county",5.7014152307349
"5756","20%",7.35114285714286,7.63166666666667,"avg_hh_person_trips","charge_fuel_infra","county",143.762242475409
"5757","40%",7.63166666666667,7.85957142857143,"avg_hh_person_trips","charge_fuel_infra","county",1025.04117649823
"5758","60%",7.85957142857143,8.2308,"avg_hh_person_trips","charge_fuel_infra","county",357.418967527372
"5759","80%",8.2308,NA,"avg_hh_person_trips","charge_fuel_infra","county",12841.0862288585
"5760","0%",0,0.917756490000643,"access_to_car","charge_fuel_infra","county",148.030923463128
"5761","20%",0.917756490000643,0.937033156616474,"access_to_car","charge_fuel_infra","county",1287.94730134143
"5762","40%",0.937033156616474,0.95048150462982,"access_to_car","charge_fuel_infra","county",12228.6579031177
"5763","60%",0.95048150462982,0.963032525242802,"access_to_car","charge_fuel_infra","county",308.526928448223
"5764","80%",0.963032525242802,NA,"access_to_car","charge_fuel_infra","county",41.0914434893294
"5765","0%",0,0.00000219470593158821,"highway_miles","charge_fuel_infra","county",1250.33229627654
"5766","20%",0.00000219470593158821,0.00000461523664477129,"highway_miles","charge_fuel_infra","county",225.471998446023
"5767","40%",0.00000461523664477129,0.00000825382415428998,"highway_miles","charge_fuel_infra","county",877.664243433639
"5768","60%",0.00000825382415428998,0.0000156716208555444,"highway_miles","charge_fuel_infra","county",11996.6851733225
"5769","80%",0.0000156716208555444,NA,"highway_miles","charge_fuel_infra","county",0
"5770","0%",0,0.59,"ghg_per_acre","charge_fuel_infra","county",867.989204529646
"5771","20%",0.59,1.69,"ghg_per_acre","charge_fuel_infra","county",24.4599057139122
"5772","40%",1.69,3.77,"ghg_per_acre","charge_fuel_infra","county",12156.0737165967
"5773","60%",3.77,8.05,"ghg_per_acre","charge_fuel_infra","county",140.38536089814
"5774","80%",8.05,NA,"ghg_per_acre","charge_fuel_infra","county",1211.89289968358
"5775","0%",0,56.0000328,"ozone","charge_fuel_infra","county",472.6524855266
"5776","20%",56.0000328,57.8106725,"ozone","charge_fuel_infra","county",32.9551994002529
"5777","40%",57.8106725,59.4980308,"ozone","charge_fuel_infra","county",52.0598059427576
"5778","60%",59.4980308,61.3345537857143,"ozone","charge_fuel_infra","county",12252.152546122
"5779","80%",61.3345537857143,NA,"ozone","charge_fuel_infra","county",814.372784883426
"5780","0%",0,5.85848249863014,"pm25","charge_fuel_infra","county",12803.1216437216
"5781","20%",5.85848249863014,7.1573496499239,"pm25","charge_fuel_infra","county",154.027114413921
"5782","40%",7.1573496499239,7.98146549764665,"pm25","charge_fuel_infra","county",77.4331715589263
"5783","60%",7.98146549764665,8.69338701232877,"pm25","charge_fuel_infra","county",282.562551022171
"5784","80%",8.69338701232877,NA,"pm25","charge_fuel_infra","county",307.089134350721
"5785","0%",0,0.0561028389642039,"diesel_pm","charge_fuel_infra","county",924.780341358895
"5786","20%",0.0561028389642039,0.0872664653379332,"diesel_pm","charge_fuel_infra","county",11722.4685900892
"5787","40%",0.0872664653379332,0.117132410420299,"diesel_pm","charge_fuel_infra","county",160.40286374686
"5788","60%",0.117132410420299,0.164468633310242,"diesel_pm","charge_fuel_infra","county",131.362645177595
"5789","80%",0.164468633310242,NA,"diesel_pm","charge_fuel_infra","county",1075.53372775893
"5790","0%",0,0.0243095840556036,"energy_cost_hh","charge_fuel_infra","county",848.564732735708
"5791","20%",0.0243095840556036,0.0291056329175953,"energy_cost_hh","charge_fuel_infra","county",356.735363740678
"5792","40%",0.0291056329175953,0.033462232278695,"energy_cost_hh","charge_fuel_infra","county",115.562958879316
"5793","60%",0.033462232278695,0.0390895290508225,"energy_cost_hh","charge_fuel_infra","county",83.6828027307878
"5794","80%",0.0390895290508225,NA,"energy_cost_hh","charge_fuel_infra","county",12589.1363146298
"5795","0%",0,0.00151950237588354,"capacity_transport","charge_fuel_infra","county",375.676591176396
"5796","20%",0.00151950237588354,0.00208243218638196,"capacity_transport","charge_fuel_infra","county",556.171192538532
"5797","40%",0.00208243218638196,0.00283736821511839,"capacity_transport","charge_fuel_infra","county",460.511559588462
"5798","60%",0.00283736821511839,0.00433021203740841,"capacity_transport","charge_fuel_infra","county",931.65575470154
"5799","80%",0.00433021203740841,NA,"capacity_transport","charge_fuel_infra","county",12033.2232730074
"5800","0%",0,0.00885498064762625,"transport_trade_jobs","charge_fuel_infra","county",43.8351327928691
"5801","20%",0.00885498064762625,0.0162716876226372,"transport_trade_jobs","charge_fuel_infra","county",12716.6820019396
"5802","40%",0.0162716876226372,0.023606661444787,"transport_trade_jobs","charge_fuel_infra","county",783.974656684386
"5803","60%",0.023606661444787,0.0356166727359156,"transport_trade_jobs","charge_fuel_infra","county",305.305264764466
"5804","80%",0.0356166727359156,NA,"transport_trade_jobs","charge_fuel_infra","county",203.595772011605
"5805","0%",0,0.0696730704366123,"percent_poc","clean_hydrogen","county",26739.2057727903
"5806","20%",0.0696730704366123,0.130387304175809,"percent_poc","clean_hydrogen","county",70941.4145736629
"5807","40%",0.130387304175809,0.243703397540775,"percent_poc","clean_hydrogen","county",4167.29143238361
"5808","60%",0.243703397540775,0.430763417540039,"percent_poc","clean_hydrogen","county",25738.2177013457
"5809","80%",0.430763417540039,NA,"percent_poc","clean_hydrogen","county",0
"5810","0%",0,0.0958970199213964,"poverty_rate","clean_hydrogen","county",0
"5811","20%",0.0958970199213964,0.123979461307532,"poverty_rate","clean_hydrogen","county",12803.2853167137
"5812","40%",0.123979461307532,0.153757678193382,"poverty_rate","clean_hydrogen","county",42749.5214134139
"5813","60%",0.153757678193382,0.196456484710325,"poverty_rate","clean_hydrogen","county",72074.8432559133
"5814","80%",0.196456484710325,NA,"poverty_rate","clean_hydrogen","county",0
"5815","0%",0,12.282838226055,"pop_density","clean_hydrogen","county",84302.2455975489
"5816","20%",12.282838226055,32.6829269568335,"pop_density","clean_hydrogen","county",5217.02403107343
"5817","40%",32.6829269568335,66.708567044792,"pop_density","clean_hydrogen","county",21390.3184783057
"5818","60%",66.708567044792,189.795253166894,"pop_density","clean_hydrogen","county",7223.89459980713
"5819","80%",189.795253166894,NA,"pop_density","clean_hydrogen","county",9348.74648414784
"5820","0%",0,42894,"med_hh_income","clean_hydrogen","county",0
"5821","20%",42894,50031,"med_hh_income","clean_hydrogen","county",86062.351261905
"5822","40%",50031,55523,"med_hh_income","clean_hydrogen","county",14839.1508648603
"5823","60%",55523,63877,"med_hh_income","clean_hydrogen","county",19416.0054092991
"5824","80%",63877,NA,"med_hh_income","clean_hydrogen","county",7310.14244997647
"5825","0%",0,1178,"employment_access_index","clean_hydrogen","county",52368.9075845889
"5826","20%",1178,1923.2,"employment_access_index","clean_hydrogen","county",34048.625210395
"5827","40%",1923.2,3092.8,"employment_access_index","clean_hydrogen","county",18114.3657035149
"5828","60%",3092.8,6587.8,"employment_access_index","clean_hydrogen","county",21045.0521504302
"5829","80%",6587.8,NA,"employment_access_index","clean_hydrogen","county",5093.95662347113
"5830","0%",0,0.59,"ghg_per_acre","clean_hydrogen","county",61583.1262349695
"5831","20%",0.59,1.69,"ghg_per_acre","clean_hydrogen","county",0
"5832","40%",1.69,3.77,"ghg_per_acre","clean_hydrogen","county",39691.623175373
"5833","60%",3.77,8.05,"ghg_per_acre","clean_hydrogen","county",20337.9674086294
"5834","80%",8.05,NA,"ghg_per_acre","clean_hydrogen","county",8706.5633621051
"5835","0%",0,56.0000328,"ozone","clean_hydrogen","county",100593.265517035
"5836","20%",56.0000328,57.8106725,"ozone","clean_hydrogen","county",11120.9689691957
"5837","40%",57.8106725,59.4980308,"ozone","clean_hydrogen","county",18530.4941619197
"5838","60%",59.4980308,61.3345537857143,"ozone","clean_hydrogen","county",400.28915676999
"5839","80%",61.3345537857143,NA,"ozone","clean_hydrogen","county",1526.58522590293
"5840","0%",0,5.85848249863014,"pm25","clean_hydrogen","county",18188.7218255363
"5841","20%",5.85848249863014,7.1573496499239,"pm25","clean_hydrogen","county",58444.0116628654
"5842","40%",7.1573496499239,7.98146549764665,"pm25","clean_hydrogen","county",10007.6867903864
"5843","60%",7.98146549764665,8.69338701232877,"pm25","clean_hydrogen","county",37262.6056928156
"5844","80%",8.69338701232877,NA,"pm25","clean_hydrogen","county",8254.87479656473
"5845","0%",0,0.0561028389642039,"diesel_pm","clean_hydrogen","county",51230.4530718804
"5846","20%",0.0561028389642039,0.0872664653379332,"diesel_pm","clean_hydrogen","county",13786.6912244402
"5847","40%",0.0872664653379332,0.117132410420299,"diesel_pm","clean_hydrogen","county",42058.859314464
"5848","60%",0.117132410420299,0.164468633310242,"diesel_pm","clean_hydrogen","county",15803.9843785136
"5849","80%",0.164468633310242,NA,"diesel_pm","clean_hydrogen","county",4747.66199674275
"5850","0%",0,0.0243095840556036,"energy_cost_hh","clean_hydrogen","county",7298.80889579046
"5851","20%",0.0243095840556036,0.0291056329175953,"energy_cost_hh","clean_hydrogen","county",40638.3963912948
"5852","40%",0.0291056329175953,0.033462232278695,"energy_cost_hh","clean_hydrogen","county",8749.00192003636
"5853","60%",0.033462232278695,0.0390895290508225,"energy_cost_hh","clean_hydrogen","county",70930.1092247333
"5854","80%",0.0390895290508225,NA,"energy_cost_hh","clean_hydrogen","county",0
"5855","0%",0,0.00185293940876971,"capacity_environment","clean_hydrogen","county",55177.8504083572
"5856","20%",0.00185293940876971,0.00248046482303201,"capacity_environment","clean_hydrogen","county",27357.3950140148
"5857","40%",0.00248046482303201,0.0032181789446472,"capacity_environment","clean_hydrogen","county",2955.6217426589
"5858","60%",0.0032181789446472,0.0044988004744316,"capacity_environment","clean_hydrogen","county",6450.53432307236
"5859","80%",0.0044988004744316,NA,"capacity_environment","clean_hydrogen","county",38991.7426525774
"5860","0%",0,0.0696730704366123,"percent_poc","clean_school_bus","county",35142.3132161833
"5861","20%",0.0696730704366123,0.130387304175809,"percent_poc","clean_school_bus","county",26491.862341056
"5862","40%",0.130387304175809,0.243703397540775,"percent_poc","clean_school_bus","county",18645.9861466168
"5863","60%",0.243703397540775,0.430763417540039,"percent_poc","clean_school_bus","county",24965.24402237
"5864","80%",0.430763417540039,NA,"percent_poc","clean_school_bus","county",29439.863041344
"5865","0%",0,0.0958970199213964,"poverty_rate","clean_school_bus","county",15756.3137764481
