"","quantile","quantile_range_min","quantile_range_max","indicator","program","data_level","funding_average_per_1k"
"15828","60%",0,0.00000803708543261184,"docks","ferry_rural_comms","metro_area",60.7239854871374
"15829","80%",0.00000803708543261184,NA,"docks","ferry_rural_comms","metro_area",710.567246559413
"15830","0%",0,0.159575164156938,"percent_poc","fhwa_carbon","metro_area",4051.34964633258
"15831","20%",0.159575164156938,0.232826320006724,"percent_poc","fhwa_carbon","metro_area",3697.51747078222
"15832","40%",0.232826320006724,0.326323801038069,"percent_poc","fhwa_carbon","metro_area",3576.15381102646
"15833","60%",0.326323801038069,0.46145551180714,"percent_poc","fhwa_carbon","metro_area",3766.17510502576
"15834","80%",0.46145551180714,NA,"percent_poc","fhwa_carbon","metro_area",3341.87072286698
"15835","0%",0,0.106063482190559,"poverty_rate","fhwa_carbon","metro_area",4305.36209247474
"15836","20%",0.106063482190559,0.126968327902873,"poverty_rate","fhwa_carbon","metro_area",3780.91249985174
"15837","40%",0.126968327902873,0.141582994322908,"poverty_rate","fhwa_carbon","metro_area",3707.69439337901
"15838","60%",0.141582994322908,0.16975563427006,"poverty_rate","fhwa_carbon","metro_area",3476.25306769683
"15839","80%",0.16975563427006,NA,"poverty_rate","fhwa_carbon","metro_area",3161.89550736702
"15840","0%",0,125.209917339978,"pop_density","fhwa_carbon","metro_area",4218.17016322459
"15841","20%",125.209917339978,217.419533024556,"pop_density","fhwa_carbon","metro_area",3500.17534913035
"15842","40%",217.419533024556,344.04617414228,"pop_density","fhwa_carbon","metro_area",3475.000525901
"15843","60%",344.04617414228,625.444686519986,"pop_density","fhwa_carbon","metro_area",3589.63046542492
"15844","80%",625.444686519986,NA,"pop_density","fhwa_carbon","metro_area",3644.0770872091
"15845","0%",0,50859,"med_hh_income","fhwa_carbon","metro_area",3170.93413747924
"15846","20%",50859,55506.2,"med_hh_income","fhwa_carbon","metro_area",3561.15119984088
"15847","40%",55506.2,60973.2,"med_hh_income","fhwa_carbon","metro_area",3811.62894803191
"15848","60%",60973.2,68445.4,"med_hh_income","fhwa_carbon","metro_area",3739.50469884401
"15849","80%",68445.4,NA,"med_hh_income","fhwa_carbon","metro_area",4150.7647143681
"15850","0%",0,0,"pub_transit_stops","fhwa_carbon","metro_area",3629.21035077569
"15851","40%",0,0.00142180946565854,"pub_transit_stops","fhwa_carbon","metro_area",3306.21171759934
"15852","60%",0.00142180946565854,0.00254678534650959,"pub_transit_stops","fhwa_carbon","metro_area",3755.16444267108
"15853","80%",0.00254678534650959,NA,"pub_transit_stops","fhwa_carbon","metro_area",4063.87438989918
"15854","0%",0,7.638375,"avg_hh_person_trips","fhwa_carbon","metro_area",3214.42421287391
"15855","20%",7.638375,7.86408368471805,"avg_hh_person_trips","fhwa_carbon","metro_area",3366.60243751654
"15856","40%",7.86408368471805,8.09638961082958,"avg_hh_person_trips","fhwa_carbon","metro_area",3777.31657927815
"15857","60%",8.09638961082958,8.39692392526425,"avg_hh_person_trips","fhwa_carbon","metro_area",4075.46346864053
"15858","80%",8.39692392526425,NA,"avg_hh_person_trips","fhwa_carbon","metro_area",4383.72244349773
"15859","0%",0,0.002010215757052,"capacity_environment","fhwa_carbon","metro_area",3713.25856982721
"15860","20%",0.002010215757052,0.00235129587768939,"capacity_environment","fhwa_carbon","metro_area",3804.52025960146
"15861","40%",0.00235129587768939,0.00281870658325396,"capacity_environment","fhwa_carbon","metro_area",3600.81589532767
"15862","60%",0.00281870658325396,0.00338623598329557,"capacity_environment","fhwa_carbon","metro_area",4040.75184372151
"15863","80%",0.00338623598329557,NA,"capacity_environment","fhwa_carbon","metro_area",3655.89035665434
"15864","0%",0,0.00147514397629718,"capacity_transport","fhwa_carbon","metro_area",3618.27927669462
"15865","20%",0.00147514397629718,0.00175874769543118,"capacity_transport","fhwa_carbon","metro_area",3674.59083604316
"15866","40%",0.00175874769543118,0.00204000330206505,"capacity_transport","fhwa_carbon","metro_area",4008.38030974877
"15867","60%",0.00204000330206505,0.00242046067610626,"capacity_transport","fhwa_carbon","metro_area",3865.64598172908
"15868","80%",0.00242046067610626,NA,"capacity_transport","fhwa_carbon","metro_area",3653.63356525969
"15869","0%",0,0.159575164156938,"percent_poc","fhwa_protect_comp","metro_area",3343.15153293545
"15870","20%",0.159575164156938,0.232826320006724,"percent_poc","fhwa_protect_comp","metro_area",2964.87912906581
"15871","40%",0.232826320006724,0.326323801038069,"percent_poc","fhwa_protect_comp","metro_area",1007.18319402201
"15872","60%",0.326323801038069,0.46145551180714,"percent_poc","fhwa_protect_comp","metro_area",811.608377760303
"15873","80%",0.46145551180714,NA,"percent_poc","fhwa_protect_comp","metro_area",3084.69121232171
"15874","0%",0,0.106063482190559,"poverty_rate","fhwa_protect_comp","metro_area",4687.58084948845
"15875","20%",0.106063482190559,0.126968327902873,"poverty_rate","fhwa_protect_comp","metro_area",1584.98467090783
"15876","40%",0.126968327902873,0.141582994322908,"poverty_rate","fhwa_protect_comp","metro_area",1015.96280974924
"15877","60%",0.141582994322908,0.16975563427006,"poverty_rate","fhwa_protect_comp","metro_area",1845.12847859951
"15878","80%",0.16975563427006,NA,"poverty_rate","fhwa_protect_comp","metro_area",2073.58328620086
"15879","0%",0,125.209917339978,"pop_density","fhwa_protect_comp","metro_area",2904.74722045846
"15880","20%",125.209917339978,217.419533024556,"pop_density","fhwa_protect_comp","metro_area",638.30998219042
"15881","40%",217.419533024556,344.04617414228,"pop_density","fhwa_protect_comp","metro_area",3300.92255807902
"15882","60%",344.04617414228,625.444686519986,"pop_density","fhwa_protect_comp","metro_area",2374.66312057857
"15883","80%",625.444686519986,NA,"pop_density","fhwa_protect_comp","metro_area",2012.24050100133
"15884","0%",0,50859,"med_hh_income","fhwa_protect_comp","metro_area",188.348359747815
"15885","20%",50859,55506.2,"med_hh_income","fhwa_protect_comp","metro_area",504.318794242776
"15886","40%",55506.2,60973.2,"med_hh_income","fhwa_protect_comp","metro_area",4687.81688494021
"15887","60%",60973.2,68445.4,"med_hh_income","fhwa_protect_comp","metro_area",3639.95235674774
"15888","80%",68445.4,NA,"med_hh_income","fhwa_protect_comp","metro_area",2242.32283947841
"15889","0%",0,0.00409987491055157,"pub_transit_commute","fhwa_protect_comp","metro_area",2910.24251680482
"15890","20%",0.00409987491055157,0.00677205245975079,"pub_transit_commute","fhwa_protect_comp","metro_area",265.34436235433
"15891","40%",0.00677205245975079,0.0107753304287074,"pub_transit_commute","fhwa_protect_comp","metro_area",1381.35163100913
"15892","60%",0.0107753304287074,0.0189671317147275,"pub_transit_commute","fhwa_protect_comp","metro_area",4425.3916632761
"15893","80%",0.0189671317147275,NA,"pub_transit_commute","fhwa_protect_comp","metro_area",2245.49234805066
"15894","0%",0,7.638375,"avg_hh_person_trips","fhwa_protect_comp","metro_area",127.545285675335
"15895","20%",7.638375,7.86408368471805,"avg_hh_person_trips","fhwa_protect_comp","metro_area",760.360657673622
"15896","40%",7.86408368471805,8.09638961082958,"avg_hh_person_trips","fhwa_protect_comp","metro_area",3180.0002182772
"15897","60%",8.09638961082958,8.39692392526425,"avg_hh_person_trips","fhwa_protect_comp","metro_area",3983.43822120492
"15898","80%",8.39692392526425,NA,"avg_hh_person_trips","fhwa_protect_comp","metro_area",3430.55031534743
"15899","0%",0,0.000000781467969544474,"highway_miles","fhwa_protect_comp","metro_area",3478.96381958527
"15900","20%",0.000000781467969544474,0.00000150531698649261,"highway_miles","fhwa_protect_comp","metro_area",3748.48309017654
"15901","40%",0.00000150531698649261,0.00000219548216278528,"highway_miles","fhwa_protect_comp","metro_area",467.014075556152
"15902","60%",0.00000219548216278528,0.00000312840300216033,"highway_miles","fhwa_protect_comp","metro_area",3456.40967979444
"15903","80%",0.00000312840300216033,NA,"highway_miles","fhwa_protect_comp","metro_area",295.790446797003
"15904","0%",0,0.002010215757052,"capacity_environment","fhwa_protect_comp","metro_area",2550.44122313004
"15905","20%",0.002010215757052,0.00235129587768939,"capacity_environment","fhwa_protect_comp","metro_area",390.254605723756
"15906","40%",0.00235129587768939,0.00281870658325396,"capacity_environment","fhwa_protect_comp","metro_area",2289.46249036946
"15907","60%",0.00281870658325396,0.00338623598329557,"capacity_environment","fhwa_protect_comp","metro_area",5291.31688761794
"15908","80%",0.00338623598329557,NA,"capacity_environment","fhwa_protect_comp","metro_area",948.854066299556
"15909","0%",0,0.00147514397629718,"capacity_transport","fhwa_protect_comp","metro_area",1111.19849951744
"15910","20%",0.00147514397629718,0.00175874769543118,"capacity_transport","fhwa_protect_comp","metro_area",2371.87079811102
"15911","40%",0.00175874769543118,0.00204000330206505,"capacity_transport","fhwa_protect_comp","metro_area",562.244848097608
"15912","60%",0.00204000330206505,0.00242046067610626,"capacity_transport","fhwa_protect_comp","metro_area",3673.75373600921
"15913","80%",0.00242046067610626,NA,"capacity_transport","fhwa_protect_comp","metro_area",3728.82999345389
"15914","0%",0,0.0252818431053763,"bridges_poor_condition","fhwa_protect_comp","metro_area",1905.98952431668
"15915","20%",0.0252818431053763,0.0468533392460457,"bridges_poor_condition","fhwa_protect_comp","metro_area",1213.35554947881
"15916","40%",0.0468533392460457,0.0727354830937446,"bridges_poor_condition","fhwa_protect_comp","metro_area",5706.30002904483
"15917","60%",0.0727354830937446,0.105491468014268,"bridges_poor_condition","fhwa_protect_comp","metro_area",1083.5361760452
"15918","80%",0.105491468014268,NA,"bridges_poor_condition","fhwa_protect_comp","metro_area",1478.96698774219
"15919","0%",0,0,"rail_transit_km","fhwa_protect_comp","metro_area",2253.43922777752
"15920","80%",0,NA,"rail_transit_km","fhwa_protect_comp","metro_area",2219.79637017584
"15921","0%",0,0,"intercity_km","fhwa_protect_comp","metro_area",1747.64693960134
"15922","40%",0,0.0000841258840005729,"intercity_km","fhwa_protect_comp","metro_area",1747.15709782993
"15923","60%",0.0000841258840005729,0.000293072936561504,"intercity_km","fhwa_protect_comp","metro_area",1794.13101995214
"15924","80%",0.000293072936561504,NA,"intercity_km","fhwa_protect_comp","metro_area",4181.07297879023
"15925","0%",0,0.000223830764698076,"rr_freight_route_miles","fhwa_protect_comp","metro_area",2153.11917503006
"15926","20%",0.000223830764698076,0.00033475650213297,"rr_freight_route_miles","fhwa_protect_comp","metro_area",1323.48932029516
"15927","40%",0.00033475650213297,0.000497516260426934,"rr_freight_route_miles","fhwa_protect_comp","metro_area",2231.21827078925
"15928","60%",0.000497516260426934,0.000725056944035214,"rr_freight_route_miles","fhwa_protect_comp","metro_area",3766.73891307523
"15929","80%",0.000725056944035214,NA,"rr_freight_route_miles","fhwa_protect_comp","metro_area",1995.00717551495
"15930","0%",0,0,"rr_pax_route_miles","fhwa_protect_comp","metro_area",2153.23662778622
"15931","40%",0,0.0000644548508050307,"rr_pax_route_miles","fhwa_protect_comp","metro_area",1861.23742364337
"15932","60%",0.0000644548508050307,0.000156551103941381,"rr_pax_route_miles","fhwa_protect_comp","metro_area",2958.14089129165
"15933","80%",0.000156551103941381,NA,"rr_pax_route_miles","fhwa_protect_comp","metro_area",2327.53974576116
"15934","0%",0,0,"docks","fhwa_protect_comp","metro_area",2502.31129252977
"15935","60%",0,0.00000803708543261184,"docks","fhwa_protect_comp","metro_area",2034.94296401786
"15936","80%",0.00000803708543261184,NA,"docks","fhwa_protect_comp","metro_area",1724.84627092001
"15937","0%",0,0.0171922944130711,"transport_trade_jobs","fhwa_protect_comp","metro_area",1635.35765700848
"15938","20%",0.0171922944130711,0.0239909015790357,"transport_trade_jobs","fhwa_protect_comp","metro_area",685.485684828311
"15939","40%",0.0239909015790357,0.0311630275926757,"transport_trade_jobs","fhwa_protect_comp","metro_area",1139.6361010686
"15940","60%",0.0311630275926757,0.0416199738559082,"transport_trade_jobs","fhwa_protect_comp","metro_area",4127.30188036567
"15941","80%",0.0416199738559082,NA,"transport_trade_jobs","fhwa_protect_comp","metro_area",3756.97800946795
"15942","0%",0,0.159575164156938,"percent_poc","fhwa_stp","metro_area",4728.92715827618
"15943","20%",0.159575164156938,0.232826320006724,"percent_poc","fhwa_stp","metro_area",11053.4613828712
"15944","40%",0.232826320006724,0.326323801038069,"percent_poc","fhwa_stp","metro_area",14945.3911567628
"15945","60%",0.326323801038069,0.46145551180714,"percent_poc","fhwa_stp","metro_area",18153.0611272205
"15946","80%",0.46145551180714,NA,"percent_poc","fhwa_stp","metro_area",16867.1858104371
"15947","0%",0,0.106063482190559,"poverty_rate","fhwa_stp","metro_area",17542.7769707279
"15948","20%",0.106063482190559,0.126968327902873,"poverty_rate","fhwa_stp","metro_area",16627.9900043624
"15949","40%",0.126968327902873,0.141582994322908,"poverty_rate","fhwa_stp","metro_area",14240.5863827162
"15950","60%",0.141582994322908,0.16975563427006,"poverty_rate","fhwa_stp","metro_area",9546.75476804462
"15951","80%",0.16975563427006,NA,"poverty_rate","fhwa_stp","metro_area",7742.61999690984
"15952","0%",0,125.209917339978,"pop_density","fhwa_stp","metro_area",2728.43056980518
"15953","20%",125.209917339978,217.419533024556,"pop_density","fhwa_stp","metro_area",4299.46766211659
"15954","40%",217.419533024556,344.04617414228,"pop_density","fhwa_stp","metro_area",9276.33601590431
"15955","60%",344.04617414228,625.444686519986,"pop_density","fhwa_stp","metro_area",21643.1958886293
"15956","80%",625.444686519986,NA,"pop_density","fhwa_stp","metro_area",27687.5216370844
"15957","0%",0,50859,"med_hh_income","fhwa_stp","metro_area",5945.02830573316
"15958","20%",50859,55506.2,"med_hh_income","fhwa_stp","metro_area",10235.8168011706
"15959","40%",55506.2,60973.2,"med_hh_income","fhwa_stp","metro_area",13723.9229020374
"15960","60%",60973.2,68445.4,"med_hh_income","fhwa_stp","metro_area",12873.7369298692
"15961","80%",68445.4,NA,"med_hh_income","fhwa_stp","metro_area",22876.8832532918
"15962","0%",0,20.3711347417938,"transport_costs","fhwa_stp","metro_area",22979.9648746786
"15963","20%",20.3711347417938,22.6878974497077,"transport_costs","fhwa_stp","metro_area",17133.4895169659
"15964","40%",22.6878974497077,24.335477210521,"transport_costs","fhwa_stp","metro_area",13028.3588681542
"15965","60%",24.335477210521,26.7800142960127,"transport_costs","fhwa_stp","metro_area",8399.54054170671
"15966","80%",26.7800142960127,NA,"transport_costs","fhwa_stp","metro_area",5510.21177526282
"15967","0%",0,17904.2,"annual_vehicle_mi_per_hh","fhwa_stp","metro_area",23506.7144758816
"15968","20%",17904.2,18835.7175252786,"annual_vehicle_mi_per_hh","fhwa_stp","metro_area",15079.9697402984
"15969","40%",18835.7175252786,19584.6517877638,"annual_vehicle_mi_per_hh","fhwa_stp","metro_area",13746.9171141361
"15970","60%",19584.6517877638,20423.6248249958,"annual_vehicle_mi_per_hh","fhwa_stp","metro_area",9497.37494450013
"15971","80%",20423.6248249958,NA,"annual_vehicle_mi_per_hh","fhwa_stp","metro_area",5229.92122722441
"15972","0%",0,0.0999313570911272,"commute_time","fhwa_stp","metro_area",6715.59469147103
"15973","20%",0.0999313570911272,0.127519176182641,"commute_time","fhwa_stp","metro_area",11757.3285101001
"15974","40%",0.127519176182641,0.153986170341562,"commute_time","fhwa_stp","metro_area",14228.4268120845
"15975","60%",0.153986170341562,0.199006293617064,"commute_time","fhwa_stp","metro_area",14989.1979692508
"15976","80%",0.199006293617064,NA,"commute_time","fhwa_stp","metro_area",18017.2639643649
"15977","0%",0,0.0000727792346733447,"freq_fatal_accidents","fhwa_stp","metro_area",15487.7792254562
"15978","20%",0.0000727792346733447,0.000096989231311801,"freq_fatal_accidents","fhwa_stp","metro_area",17111.5697009792
"15979","40%",0.000096989231311801,0.000126514986042661,"freq_fatal_accidents","fhwa_stp","metro_area",15105.4800120319
"15980","60%",0.000126514986042661,0.00015559169935571,"freq_fatal_accidents","fhwa_stp","metro_area",11521.116222399
"15981","80%",0.00015559169935571,NA,"freq_fatal_accidents","fhwa_stp","metro_area",6516.84416164509
"15982","0%",0,0.00409987491055157,"pub_transit_commute","fhwa_stp","metro_area",4722.8108576012
"15983","20%",0.00409987491055157,0.00677205245975079,"pub_transit_commute","fhwa_stp","metro_area",9952.70899819065
"15984","40%",0.00677205245975079,0.0107753304287074,"pub_transit_commute","fhwa_stp","metro_area",12555.0738567807
"15985","60%",0.0107753304287074,0.0189671317147275,"pub_transit_commute","fhwa_stp","metro_area",19489.2915749018
"15986","80%",0.0189671317147275,NA,"pub_transit_commute","fhwa_stp","metro_area",19000.8649020557
"15987","0%",0,0.0236085884067437,"green_commute","fhwa_stp","metro_area",8517.94546139707
"15988","20%",0.0236085884067437,0.0309916709745036,"green_commute","fhwa_stp","metro_area",16335.1579950712
"15989","40%",0.0309916709745036,0.0415526114823499,"green_commute","fhwa_stp","metro_area",11973.7921040537
"15990","60%",0.0415526114823499,0.0587747217663728,"green_commute","fhwa_stp","metro_area",14605.791415601
"15991","80%",0.0587747217663728,NA,"green_commute","fhwa_stp","metro_area",14299.6792524558
"15992","0%",0,0,"pub_transit_stops","fhwa_stp","metro_area",7423.88558554934
"15993","40%",0,0.00142180946565854,"pub_transit_stops","fhwa_stp","metro_area",14529.068165693
"15994","60%",0.00142180946565854,0.00254678534650959,"pub_transit_stops","fhwa_stp","metro_area",22120.2205624338
"15995","80%",0.00254678534650959,NA,"pub_transit_stops","fhwa_stp","metro_area",15239.2992556891
"15996","0%",0,7.638375,"avg_hh_person_trips","fhwa_stp","metro_area",7748.14151168838
"15997","20%",7.638375,7.86408368471805,"avg_hh_person_trips","fhwa_stp","metro_area",11712.9883512881
"15998","40%",7.86408368471805,8.09638961082958,"avg_hh_person_trips","fhwa_stp","metro_area",11919.5959436251
"15999","60%",8.09638961082958,8.39692392526425,"avg_hh_person_trips","fhwa_stp","metro_area",17308.5631860397
"16000","80%",8.39692392526425,NA,"avg_hh_person_trips","fhwa_stp","metro_area",18347.8770656265
"16001","0%",0,0.918308952511573,"access_to_car","fhwa_stp","metro_area",12566.625379965
"16002","20%",0.918308952511573,0.933763342851612,"access_to_car","fhwa_stp","metro_area",16606.3140681318
"16003","40%",0.933763342851612,0.942925334409477,"access_to_car","fhwa_stp","metro_area",12917.1978945097
"16004","60%",0.942925334409477,0.950708054820156,"access_to_car","fhwa_stp","metro_area",14040.7131708438
"16005","80%",0.950708054820156,NA,"access_to_car","fhwa_stp","metro_area",9609.73702675838
"16006","0%",0,0.000000781467969544474,"highway_miles","fhwa_stp","metro_area",20822.1396279198
"16007","20%",0.000000781467969544474,0.00000150531698649261,"highway_miles","fhwa_stp","metro_area",17389.2839798302
"16008","40%",0.00000150531698649261,0.00000219548216278528,"highway_miles","fhwa_stp","metro_area",13719.1165221918
"16009","60%",0.00000219548216278528,0.00000312840300216033,"highway_miles","fhwa_stp","metro_area",10712.8175845907
"16010","80%",0.00000312840300216033,NA,"highway_miles","fhwa_stp","metro_area",4417.1787408596
"16011","0%",0,0.00147514397629718,"capacity_transport","fhwa_stp","metro_area",14405.2955343064
"16012","20%",0.00147514397629718,0.00175874769543118,"capacity_transport","fhwa_stp","metro_area",15077.3332761753
"16013","40%",0.00175874769543118,0.00204000330206505,"capacity_transport","fhwa_stp","metro_area",13943.5218161153
"16014","60%",0.00204000330206505,0.00242046067610626,"capacity_transport","fhwa_stp","metro_area",11470.3569777155
"16015","80%",0.00242046067610626,NA,"capacity_transport","fhwa_stp","metro_area",12166.9432055461
"16016","0%",0,0.159575164156938,"percent_poc","fhwa_tap","metro_area",536.979473568991
"16017","20%",0.159575164156938,0.232826320006724,"percent_poc","fhwa_tap","metro_area",1269.25335030829
"16018","40%",0.232826320006724,0.326323801038069,"percent_poc","fhwa_tap","metro_area",1768.4391021537
"16019","60%",0.326323801038069,0.46145551180714,"percent_poc","fhwa_tap","metro_area",2064.15773299156
"16020","80%",0.46145551180714,NA,"percent_poc","fhwa_tap","metro_area",1951.77854618577
"16021","0%",0,0.106063482190559,"poverty_rate","fhwa_tap","metro_area",1863.77842338045
"16022","20%",0.106063482190559,0.126968327902873,"poverty_rate","fhwa_tap","metro_area",1973.68266142695
"16023","40%",0.126968327902873,0.141582994322908,"poverty_rate","fhwa_tap","metro_area",1740.19217489367
"16024","60%",0.141582994322908,0.16975563427006,"poverty_rate","fhwa_tap","metro_area",1128.39734993656
"16025","80%",0.16975563427006,NA,"poverty_rate","fhwa_tap","metro_area",881.271798112502
"16026","0%",0,125.209917339978,"pop_density","fhwa_tap","metro_area",293.677107853525
"16027","20%",125.209917339978,217.419533024556,"pop_density","fhwa_tap","metro_area",388.507058735599
"16028","40%",217.419533024556,344.04617414228,"pop_density","fhwa_tap","metro_area",1053.4496119093
"16029","60%",344.04617414228,625.444686519986,"pop_density","fhwa_tap","metro_area",2617.48965263121
"16030","80%",625.444686519986,NA,"pop_density","fhwa_tap","metro_area",3224.28978848149
"16031","0%",0,50859,"med_hh_income","fhwa_tap","metro_area",681.242060188805
"16032","20%",50859,55506.2,"med_hh_income","fhwa_tap","metro_area",1217.74798250621
"16033","40%",55506.2,60973.2,"med_hh_income","fhwa_tap","metro_area",1716.07802142748
"16034","60%",60973.2,68445.4,"med_hh_income","fhwa_tap","metro_area",1514.1651768197
"16035","80%",68445.4,NA,"med_hh_income","fhwa_tap","metro_area",2453.09826800409
"16036","0%",0,17904.2,"annual_vehicle_mi_per_hh","fhwa_tap","metro_area",2671.22902259454
"16037","20%",17904.2,18835.7175252786,"annual_vehicle_mi_per_hh","fhwa_tap","metro_area",1796.80924909259
"16038","40%",18835.7175252786,19584.6517877638,"annual_vehicle_mi_per_hh","fhwa_tap","metro_area",1664.5433498005
"16039","60%",19584.6517877638,20423.6248249958,"annual_vehicle_mi_per_hh","fhwa_tap","metro_area",1020.05240058085
"16040","80%",20423.6248249958,NA,"annual_vehicle_mi_per_hh","fhwa_tap","metro_area",590.492489305586
"16041","0%",0,0.0999313570911272,"commute_time","fhwa_tap","metro_area",799.966775763494
"16042","20%",0.0999313570911272,0.127519176182641,"commute_time","fhwa_tap","metro_area",1399.99175732269
"16043","40%",0.127519176182641,0.153986170341562,"commute_time","fhwa_tap","metro_area",1505.66327141378
"16044","60%",0.153986170341562,0.199006293617064,"commute_time","fhwa_tap","metro_area",1750.75682856294
"16045","80%",0.199006293617064,NA,"commute_time","fhwa_tap","metro_area",2128.59111229535
"16046","0%",0,0.0000727792346733447,"freq_fatal_accidents","fhwa_tap","metro_area",1600.1199452031
"16047","20%",0.0000727792346733447,0.000096989231311801,"freq_fatal_accidents","fhwa_tap","metro_area",1950.31515397681
"16048","40%",0.000096989231311801,0.000126514986042661,"freq_fatal_accidents","fhwa_tap","metro_area",1832.56150814252
"16049","60%",0.000126514986042661,0.00015559169935571,"freq_fatal_accidents","fhwa_tap","metro_area",1403.35483253585
"16050","80%",0.00015559169935571,NA,"freq_fatal_accidents","fhwa_tap","metro_area",805.324883188033
"16051","0%",0,0.00409987491055157,"pub_transit_commute","fhwa_tap","metro_area",564.229599201047
"16052","20%",0.00409987491055157,0.00677205245975079,"pub_transit_commute","fhwa_tap","metro_area",1217.31736280234
"16053","40%",0.00677205245975079,0.0107753304287074,"pub_transit_commute","fhwa_tap","metro_area",1522.8291354642
"16054","60%",0.0107753304287074,0.0189671317147275,"pub_transit_commute","fhwa_tap","metro_area",2192.72649195517
"16055","80%",0.0189671317147275,NA,"pub_transit_commute","fhwa_tap","metro_area",2091.36666394717
"16056","0%",0,0.0236085884067437,"green_commute","fhwa_tap","metro_area",1039.64510138426
"16057","20%",0.0236085884067437,0.0309916709745036,"green_commute","fhwa_tap","metro_area",1979.95215524449
"16058","40%",0.0309916709745036,0.0415526114823499,"green_commute","fhwa_tap","metro_area",1448.02548929986
"16059","60%",0.0415526114823499,0.0587747217663728,"green_commute","fhwa_tap","metro_area",1558.61963096858
"16060","80%",0.0587747217663728,NA,"green_commute","fhwa_tap","metro_area",1562.90693071694
"16061","0%",0,0,"pub_transit_stops","fhwa_tap","metro_area",874.808247517986
"16062","40%",0,0.00142180946565854,"pub_transit_stops","fhwa_tap","metro_area",1748.87732422308
"16063","60%",0.00142180946565854,0.00254678534650959,"pub_transit_stops","fhwa_tap","metro_area",2503.71947079674
"16064","80%",0.00254678534650959,NA,"pub_transit_stops","fhwa_tap","metro_area",1710.42421516315
"16065","0%",0,7.638375,"avg_hh_person_trips","fhwa_tap","metro_area",1007.9127279177
"16066","20%",7.638375,7.86408368471805,"avg_hh_person_trips","fhwa_tap","metro_area",1425.43585693351
"16067","40%",7.86408368471805,8.09638961082958,"avg_hh_person_trips","fhwa_tap","metro_area",1387.51800367961
"16068","60%",8.09638961082958,8.39692392526425,"avg_hh_person_trips","fhwa_tap","metro_area",1953.47933730537
"16069","80%",8.39692392526425,NA,"avg_hh_person_trips","fhwa_tap","metro_area",1965.18285377009
"16070","0%",0,0.918308952511573,"access_to_car","fhwa_tap","metro_area",1350.4207575786
"16071","20%",0.918308952511573,0.933763342851612,"access_to_car","fhwa_tap","metro_area",1922.72642063549
"16072","40%",0.933763342851612,0.942925334409477,"access_to_car","fhwa_tap","metro_area",1545.88830131194
"16073","60%",0.942925334409477,0.950708054820156,"access_to_car","fhwa_tap","metro_area",1609.28611869448
"16074","80%",0.950708054820156,NA,"access_to_car","fhwa_tap","metro_area",1161.98345072436
"16075","0%",0,0.000000781467969544474,"highway_miles","fhwa_tap","metro_area",2313.73366930213
"16076","20%",0.000000781467969544474,0.00000150531698649261,"highway_miles","fhwa_tap","metro_area",2041.37414812043
"16077","40%",0.00000150531698649261,0.00000219548216278528,"highway_miles","fhwa_tap","metro_area",1613.99118945584
"16078","60%",0.00000219548216278528,0.00000312840300216033,"highway_miles","fhwa_tap","metro_area",1240.99283345886
"16079","80%",0.00000312840300216033,NA,"highway_miles","fhwa_tap","metro_area",532.378149473892
"16080","0%",0,6.632,"ghg_per_acre","fhwa_tap","metro_area",294.826400695637
"16081","20%",6.632,8.992,"ghg_per_acre","fhwa_tap","metro_area",1364.14003894433
"16082","40%",8.992,11.5519783676858,"ghg_per_acre","fhwa_tap","metro_area",1004.52740259686
"16083","60%",11.5519783676858,15.1816042293215,"ghg_per_acre","fhwa_tap","metro_area",2102.13449409476
"16084","80%",15.1816042293215,NA,"ghg_per_acre","fhwa_tap","metro_area",2968.9265393645
"16085","0%",0,56.6265896889966,"ozone","fhwa_tap","metro_area",824.190325199566
"16086","20%",56.6265896889966,58.815089361336,"ozone","fhwa_tap","metro_area",1233.71681740018
"16087","40%",58.815089361336,60.5080829782965,"ozone","fhwa_tap","metro_area",1578.20753563724
"16088","60%",60.5080829782965,62.3242779891827,"ozone","fhwa_tap","metro_area",1503.59751778526
"16089","80%",62.3242779891827,NA,"ozone","fhwa_tap","metro_area",2502.04231752091
"16090","0%",0,6.70228457638013,"pm25","fhwa_tap","metro_area",954.725612058679
"16091","20%",6.70228457638013,7.54144994358989,"pm25","fhwa_tap","metro_area",1504.45095495899
"16092","40%",7.54144994358989,8.33529388819205,"pm25","fhwa_tap","metro_area",1453.73504692452
"16093","60%",8.33529388819205,8.93298443654738,"pm25","fhwa_tap","metro_area",1363.93252198555
"16094","80%",8.93298443654738,NA,"pm25","fhwa_tap","metro_area",2364.91037761541
"16095","0%",0,0.131568186229972,"diesel_pm","fhwa_tap","metro_area",381.139023098908
"16096","20%",0.131568186229972,0.162453347701933,"diesel_pm","fhwa_tap","metro_area",731.760947520141
"16097","40%",0.162453347701933,0.195888723873166,"diesel_pm","fhwa_tap","metro_area",1433.60610458774
"16098","60%",0.195888723873166,0.239958603730363,"diesel_pm","fhwa_tap","metro_area",1795.40830889365
"16099","80%",0.239958603730363,NA,"diesel_pm","fhwa_tap","metro_area",3234.24983598823
"16100","0%",0,0.0000446611004270206,"contaminated_sites","fhwa_tap","metro_area",1113.10470586443
"16101","20%",0.0000446611004270206,0.0000885910370763497,"contaminated_sites","fhwa_tap","metro_area",1549.74276979222
