"","GEOID","NAME","percent_rank_percent_poc","percent_rank_poverty_rate","percent_rank_pop_density","percent_rank_med_hh_income","percent_rank_broadband_speed","percent_rank_hh_int_access","percent_rank_transport_costs","percent_rank_annual_vehicle_mi_per_hh","percent_rank_employment_access_index","percent_rank_commute_time","percent_rank_freq_fatal_accidents","percent_rank_pub_transit_commute","percent_rank_green_commute","percent_rank_freq_train_use","percent_rank_freq_bus_use","percent_rank_pub_transit_stops","percent_rank_avg_hh_person_trips","percent_rank_access_to_car","percent_rank_highway_miles","percent_rank_ghg_per_acre","percent_rank_ozone","percent_rank_pm25","percent_rank_diesel_pm","percent_rank_contaminated_sites","percent_rank_superfund_site","percent_rank_water_system_violations","percent_rank_energy_cost_hh","percent_rank_grid_disturbances","percent_rank_power_generation","percent_rank_housing_cost_burden","percent_rank_overcrowded_housing","percent_rank_vacancy_rate","percent_rank_homelessness","percent_rank_incomplete_plumbing","percent_rank_incomplete_kitchen","percent_rank_housing_units","percent_rank_permits","percent_rank_transport_trade_jobs","percent_rank_capacity_housing","percent_rank_capacity_environment","percent_rank_capacity_transport","percent_rank_airports_primary","percent_rank_bridges","percent_rank_docks","percent_rank_rr_freight_route_miles","percent_rank_rr_pax_route_miles","percent_rank_rr_incident_number","percent_rank_rr_incident_killed","percent_rank_hud_pbs8","percent_rank_hud_hcv","percent_rank_hud_202","percent_rank_hud_ph","percent_rank_stations_elevated","percent_rank_stations_subway","percent_rank_intercity_km","percent_rank_rail_transit_km","percent_rank_bridges_poor_condition","percent_rank_age_under_18","percent_rank_age_over_64","percent_rank_cnw_500"
"33","36","New York",0.764705882352941,0.647058823529412,0.843137254901961,0.274509803921569,0.196078431372549,0.470588235294118,0.02,0.02,0.02,1,0.04,0.980392156862745,0.980392156862745,0.98,0.98,0.604166666666667,0.66,0.980392156862745,0.16,0.9,0.666666666666667,0.520833333333333,1,0.0588235294117647,0.52,0.470588235294118,0.372549019607843,0.270833333333333,0.86,0.901960784313726,0.941176470588235,0.411764705882353,0.980392156862745,0.294117647058824,0.254901960784314,0.666666666666667,0.836734693877551,0.378378378378378,0.14,0.6,0.0600000000000001,0.32,0.2,0.48,0.18,0.54,0.14,0.22,0.764705882352941,0.96078431372549,0.96078431372549,0.96078431372549,0.980392156862745,0.980392156862745,0.568627450980392,0.843137254901961,0.772727272727273,0.235294117647059,0.509803921568627,0.431818181818182
"34","37","North Carolina",0.627450980392157,0.705882352941177,0.686274509803922,0.764705882352941,0.333333333333333,0.686274509803922,0.72,0.54,0.6,0.450980392156863,0.68,0.352941176470588,0.117647058823529,0.46,0.34,0.125,0.18,0.254901960784314,0.26,0.14,0.625,0.5625,0.313725490196078,0.254901960784314,0.44,0.627450980392157,0.411764705882353,0.354166666666667,0.54,0.431372549019608,0.705882352941177,0.627450980392157,0.313725490196078,0.529411764705882,0.490196078431373,0.313725490196078,0.122448979591837,0.594594594594595,0.78,0.62,0.96,0.26,0.4,0.26,0.26,0.38,0.42,0.28,0.215686274509804,0.294117647058824,0.313725490196078,0.470588235294118,0.607843137254902,0,0.529411764705882,0.431372549019608,0.795454545454545,0.450980392156863,0.431372549019608,0.681818181818182
"35","38","North Dakota",0.137254901960784,0.254901960784314,0.0588235294117647,0.372549019607843,0.0588235294117647,0.784313725490196,0.38,0.7,0.8,0.0196078431372549,0.62,0.137254901960784,0.411764705882353,0,0.2,0.208333333333333,0.4,0.137254901960784,0.88,0.36,0.1875,0.104166666666667,0.196078431372549,0.901960784313726,NA,0.352941176470588,0.313725490196078,0.9375,0.02,0,0.490196078431373,0.686274509803922,0.0784313725490196,0.568627450980392,0.313725490196078,0.0392156862745098,0,NA,0.16,0.08,0.14,0.94,0.9,0,1,0.96,1,1,0.274509803921569,0.725490196078431,0,0.333333333333333,0,0,0.980392156862745,0,0.840909090909091,0.764705882352941,0.137254901960784,NA
"36","39","Ohio",0.313725490196078,0.666666666666667,0.784313725490196,0.705882352941176,0.549019607843137,0.549019607843137,0.48,0.34,0.48,0.294117647058824,0.4,0.529411764705882,0.392156862745098,0.52,0.42,0.479166666666667,0.26,0.725490196078431,0.28,0.58,0.583333333333333,0.958333333333333,0.764705882352941,0.450980392156863,0.36,0.450980392156863,0.549019607843137,0.333333333333333,0.72,0.196078431372549,0.0588235294117647,0.196078431372549,0.352941176470588,0.647058823529412,0.745098039215686,0.431372549019608,0.877551020408163,0.837837837837838,0.68,0.66,0.7,0.08,0.58,0.44,0.42,0.18,0.54,0.44,0.941176470588235,0.627450980392157,0.92156862745098,0.705882352941177,0.627450980392157,0.686274509803922,0.215686274509804,0.470588235294118,0.363636363636364,0.490196078431373,0.647058823529412,0.272727272727273
"37","40","Oklahoma",0.588235294117647,0.823529411764706,0.294117647058824,0.843137254901961,0.92156862745098,0.803921568627451,0.8,0.72,0.7,0.176470588235294,0.8,0.0588235294117647,0.0784313725490196,0.5,0.26,0.291666666666667,0.38,0.215686274509804,0.48,0.32,0.645833333333333,0.895833333333333,0.274509803921569,0.647058823529412,0.22,0.588235294117647,0.568627450980392,0.604166666666667,0.14,0.176470588235294,0.588235294117647,0.647058823529412,0.431372549019608,0.843137254901961,0.862745098039216,0.549019607843137,0.489795918367347,0.297297297297297,0.52,0.56,0.68,0.36,0.92,0.3,0.76,0.2,0.76,0.8,0.313725490196078,0.372549019607843,0.294117647058824,0.627450980392157,0,0,0.117647058823529,0.372549019607843,0.863636363636364,0.862745098039216,0.254901960784314,0.659090909090909
"38","41","Oregon",0.392156862745098,0.490196078431373,0.235294117647059,0.352941176470588,0.725490196078431,0.137254901960784,0.38,0.24,0.32,0.431372549019608,0.52,0.784313725490196,0.843137254901961,0.78,0.6,0.916666666666667,0.54,0.666666666666667,0.18,0.7,0.0416666666666667,0.6875,0.882352941176471,0.92156862745098,0.38,0.882352941176471,0.156862745098039,0.708333333333333,0.34,0.843137254901961,0.647058823529412,0.0392156862745098,0.92156862745098,0.176470588235294,0.372549019607843,0.686274509803922,0.346938775510204,0.648648648648649,0.2,0.36,0.24,0.6,0.54,0.84,0.52,0.64,0.36,0.46,0.176470588235294,0.803921568627451,0.529411764705882,0.0784313725490196,0,0.725490196078431,0.588235294117647,0.745098039215686,0.295454545454545,0.215686274509804,0.784313725490196,0.159090909090909
"39","42","Pennsylvania",0.352941176470588,0.450980392156863,0.803921568627451,0.431372549019608,0.156862745098039,0.627450980392157,0.32,0.14,0.18,0.725490196078431,0.24,0.843137254901961,0.803921568627451,0.84,0.76,0.8125,0.44,0.882352941176471,0.3,0.66,0.604166666666667,0.8125,0.627450980392157,0.215686274509804,0.8,0.803921568627451,0.588235294117647,0.3125,0.26,0.411764705882353,0.176470588235294,0.333333333333333,0.470588235294118,0.607843137254902,0.647058823529412,0.450980392156863,0.897959183673469,0.783783783783784,0.7,0.94,0.34,0.38,0.42,0.5,0.32,0.44,0.38,0.26,0.607843137254902,0.470588235294118,0.784313725490196,0.862745098039216,0.862745098039216,0.941176470588235,0.450980392156863,0.803921568627451,0.931818181818182,0.196078431372549,0.843137254901961,0.613636363636364
"40","44","Rhode Island",0.470588235294118,0.411764705882353,0.96078431372549,0.294117647058823,0.0980392156862745,0.294117647058823,0.14,0.1,0.24,0.568627450980392,0.1,0.686274509803922,0.647058823529412,0.82,0.82,0.958333333333333,0.62,0.843137254901961,0.98,0.84,0.6875,0.208333333333333,0.529411764705882,0.862745098039216,0.9,0.235294117647059,0.901960784313726,0.958333333333333,0.82,0.529411764705882,0.137254901960784,0.450980392156863,0.450980392156863,0.156862745098039,0.411764705882353,0.509803921568627,1,0.135135135135135,0.22,0.9,0.5,0.76,0.08,0.74,0.04,0.22,0.02,0,1,0.784313725490196,1,0.941176470588235,0,0,0.705882352941177,0.784313725490196,1,0.0980392156862745,0.725490196078431,0.204545454545455
"41","45","South Carolina",0.607843137254902,0.803921568627451,0.607843137254902,0.803921568627451,0.392156862745098,0.862745098039216,0.8,0.76,0.82,0.490196078431373,0.94,0.117647058823529,0.0980392156862745,0.4,0.22,0.3125,0.06,0.372549019607843,0.6,0.12,0.708333333333333,0.666666666666667,0.431372549019608,0.294117647058824,0.66,0.137254901960784,0.627450980392157,0.5,0.18,0.764705882352941,0.549019607843137,0.764705882352941,0.274509803921569,0.666666666666667,0.588235294117647,0.254901960784314,0.0816326530612245,0.243243243243243,0.64,0.4,0.82,0.2,0.48,0.34,0.46,0.66,0.66,0.66,0.392156862745098,0.137254901960784,0.509803921568627,0.490196078431373,0,0,0.725490196078431,0,0.636363636363636,0.333333333333333,0.803921568627451,0.795454545454545
"42","46","South Dakota",0.196078431372549,0.568627450980392,0.0784313725490196,0.607843137254902,0.450980392156863,0.705882352941176,0.72,0.98,0.86,0,0.78,0.0980392156862745,0.490196078431373,0,0,0.104166666666667,0.52,0.117647058823529,0.8,0.2,0.291666666666667,0.0208333333333333,0.0784313725490196,0.941176470588235,0.14,0.784313725490196,0.823529411764706,0.875,0.16,0.0196078431372549,0.725490196078431,0.529411764705882,0.588235294117647,0.725490196078431,0.607843137254902,0.333333333333333,0.163265306122449,NA,0.3,0.22,0.22,0.9,0.94,0,0.94,0.04,0.8,0.6,0.784313725490196,0.450980392156863,0.0784313725490196,0.352941176470588,0,0,0,0,NA,0.901960784313726,0.549019607843137,0.340909090909091
"43","47","Tennessee",0.431372549019608,0.784313725490196,0.588235294117647,0.823529411764706,0.137254901960784,0.843137254901961,0.72,0.62,0.64,0.588235294117647,0.86,0.176470588235294,0.0392156862745098,0,0.18,0.4375,0.34,0.235294117647059,0.4,0.16,0.5,0.583333333333333,0.607843137254902,0.0980392156862745,0.26,0.0588235294117647,0.470588235294118,0.125,0.62,0.490196078431373,0.392156862745098,0.470588235294118,0.549019607843137,0.627450980392157,0.725490196078431,0.529411764705882,0.244897959183674,NA,0.58,0.12,0.76,0.28,0.7,0.6,0.38,0.06,0.62,0.42,0.843137254901961,0.215686274509804,0.588235294117647,0.666666666666667,0.549019607843137,0,0.0980392156862745,0.568627450980392,0.181818181818182,0.509803921568627,0.450980392156863,0.909090909090909
"44","48","Texas",0.901960784313726,0.745098039215686,0.509803921568627,0.411764705882353,0.529411764705882,0.490196078431373,0.38,0.46,0.22,0.705882352941177,0.6,0.490196078431373,0.156862745098039,0.6,0.5,0.354166666666667,0.82,0.176470588235294,0.02,0.68,0.875,0.916666666666667,0.588235294117647,0,0.1,0.372549019607843,0.235294117647059,0.479166666666667,0.3,0.607843137254902,0.92156862745098,0.372549019607843,0.372549019607843,0.549019607843137,0.568627450980392,0.941176470588235,0.0612244897959183,NA,0.94,0.72,0.84,0.22,0.5,0.78,0.3,0.36,0.64,0.54,0.117647058823529,0.196078431372549,0.117647058823529,0.254901960784314,0.568627450980392,0.666666666666667,0.411764705882353,0.607843137254902,NA,0.980392156862745,0.0588235294117647,0.636363636363636
"45","49","Utah",0.333333333333333,0.0392156862745098,0.196078431372549,0.235294117647059,0.0196078431372549,0.0392156862745098,0.32,0.86,0.36,0.196078431372549,0.22,0.666666666666667,0.607843137254902,0.76,0.64,0.645833333333333,1,0.0392156862745098,0.22,0.72,0.833333333333333,0.229166666666667,0.686274509803922,0.352941176470588,0.56,0.686274509803922,0.0784313725490196,0.166666666666667,0.56,0.254901960784314,0.627450980392157,0.215686274509804,0.411764705882353,0,0.0392156862745098,1,0.0204081632653061,NA,0.56,0.38,0.62,0.66,0.22,0,0.5,0.8,0.32,0.72,0.0392156862745098,0.0392156862745098,0.0588235294117647,0.0196078431372549,0,0,0.627450980392157,0.882352941176471,0.0227272727272727,1,0,NA
"46","50","Vermont",0.0196078431372549,0.294117647058824,0.372549019607843,0.450980392156863,0.568627450980392,0.666666666666667,0.48,0.74,0.94,0.372549019607843,0.3,0.450980392156863,0.764705882352941,0,0.66,0.979166666666667,0.24,0.568627450980392,0.94,0.02,0.0208333333333333,0.166666666666667,0.0392156862745098,1,1,0.96078431372549,0.980392156862745,1,0.96,0.784313725490196,0.666666666666667,0.96078431372549,0.823529411764706,0.470588235294118,0.352941176470588,0.0196078431372549,0.653061224489796,0.0810810810810811,0.04,0.34,0.08,0.78,0.82,0,0.8,0.94,0.46,0.48,0.647058823529412,0.941176470588235,0.607843137254902,0.0980392156862745,0,0,0.96078431372549,0,0.0454545454545455,0.0196078431372549,0.92156862745098,0.568181818181818
"47","51","Virginia",0.666666666666667,0.176470588235294,0.705882352941177,0.196078431372549,0.352941176470588,0.333333333333333,0.14,0.3,0.34,0.823529411764706,0.34,0.764705882352941,0.705882352941177,0.88,0.7,0.625,0.46,0.392156862745098,0.36,0.62,0.395833333333333,0.458333333333333,0.549019607843137,0.0784313725490196,0.32,0.294117647058824,0.176470588235294,0.208333333333333,0.5,0.470588235294118,0.333333333333333,0.274509803921569,0.0588235294117647,0.411764705882353,0.333333333333333,0.843137254901961,0.408163265306122,0.216216216216216,0.46,0.5,0.72,0.42,0.38,0.72,0.34,0.6,0.34,0.24,0.372549019607843,0.411764705882353,0.235294117647059,0.294117647058824,0.725490196078431,0.803921568627451,0.92156862745098,0.705882352941177,NA,0.372549019607843,0.196078431372549,0.704545454545455
"48","53","Washington",0.529411764705882,0.196078431372549,0.549019607843137,0.176470588235294,0.588235294117647,0,0.14,0.22,0.16,0.803921568627451,0.14,0.882352941176471,0.882352941176471,0.64,0.96,0.833333333333333,0.72,0.607843137254902,0.14,0.8,0,0.354166666666667,0.901960784313726,0.117647058823529,0.74,0.666666666666667,0.0196078431372549,0.625,0.38,0.588235294117647,0.764705882352941,0,0.901960784313726,0.117647058823529,0.196078431372549,0.803921568627451,0.183673469387755,0.621621621621622,0.38,0.1,0.18,0.48,0.24,0.92,0.36,0.78,0.4,0.5,0.0784313725490196,0.607843137254902,0.549019607843137,0.235294117647059,0.686274509803922,0.843137254901961,0.745098039215686,0.686274509803922,0.227272727272727,0.411764705882353,0.215686274509804,0.25
"49","54","West Virginia",0.0392156862745098,0.92156862745098,0.411764705882353,0.96078431372549,0.882352941176471,0.92156862745098,0.96,0.64,0.96,0.666666666666667,0.7,0.274509803921569,0.333333333333333,0,0.32,0.0208333333333333,0.02,0.784313725490196,0.82,0.04,0.166666666666667,0.395833333333333,0.156862745098039,0.823529411764706,0.72,0.843137254901961,0.92156862745098,0.8125,0.04,0.568627450980392,0.254901960784314,0.92156862745098,0.0980392156862745,0.980392156862745,0.96078431372549,0.0588235294117647,0.938775510204082,0.0540540540540541,0.18,0.14,0.1,0.8,0.78,0.94,0.88,0.86,0.72,0.34,0.862745098039216,0.686274509803922,0.0392156862745098,0.803921568627451,0.92156862745098,0,0.823529411764706,0.666666666666667,0.977272727272727,0.156862745098039,0.941176470588235,0.931818181818182
"50","55","Wisconsin",0.215686274509804,0.313725490196078,0.470588235294118,0.470588235294118,0.764705882352941,0.509803921568627,0.38,0.44,0.54,0.235294117647059,0.36,0.568627450980392,0.588235294117647,0.38,0.56,0.520833333333333,0.36,0.529411764705882,0.52,0.48,0.3125,0.604166666666667,0.333333333333333,0.588235294117647,0.76,0.647058823529412,0.509803921568627,0.25,0.7,0.117647058823529,0.0784313725490196,0.509803921568627,0.137254901960784,0.392156862745098,0.431372549019608,0.156862745098039,0.591836734693878,0.891891891891892,0.86,0.92,0.74,0.52,0.62,0.58,0.54,0.24,0.58,0.56,0.725490196078431,0.0980392156862745,0.254901960784314,0.372549019607843,0.509803921568627,0,0.235294117647059,0.411764705882353,0.545454545454545,0.352941176470588,0.607843137254902,0.227272727272727
"51","56","Wyoming",0.156862745098039,0.274509803921569,0.0196078431372549,0.392156862745098,0.862745098039216,0.352941176470588,0.48,1,1,0.137254901960784,0.96,0.372549019607843,0.627450980392157,0,0.08,NA,0.94,0,0.84,0.22,0.354166666666667,0,0.117647058823529,0.764705882352941,0.08,0.823529411764706,0.882352941176471,0.729166666666667,0,0.0392156862745098,0.235294117647059,0.862745098039216,0.490196078431373,0.803921568627451,0.627450980392157,0.117647058823529,0.428571428571429,0.567567567567568,0.08,0.04,0.04,0.98,0.86,0,0.98,0,0.52,0.38,0.450980392156863,0.0784313725490196,0.137254901960784,0.156862745098039,0,0,0,0,0.613636363636364,0.705882352941177,0.490196078431373,NA
"52","72","Puerto Rico",1,1,0.941176470588235,1,0.843137254901961,1,NA,NA,NA,0.862745098039216,NA,0.549019607843137,0.450980392156863,NA,NA,NA,NA,0.96078431372549,NA,NA,NA,NA,0,0.313725490196078,0.68,0.764705882352941,1,NA,NA,0.92156862745098,0.450980392156863,0.980392156862745,0.117647058823529,0.96078431372549,1,0.0980392156862745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745098039215686,0.882352941176471,0.274509803921569,1,0.941176470588235,0.764705882352941,0,0.450980392156863,NA,0.0588235294117647,0.980392156862745,1
